id,name,album,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,duration,key,mode,tempo,time_sig
5O5PY5HJNPxD7KyqU0SEhH,"Mujer Amante","XX aniversario en vivo - Magos, Espadas y Rosas",0.004330,0.485000,0.791000,0.000000,0.132000,-7.719000,0.035800,0.431000,376584,10,0,122.080002,4
46nYeZImWSsOebaCUrfEW1,"La Leyenda del Hada y el Mago","XX aniversario en vivo - Magos, Espadas y Rosas",0.003060,0.421000,0.904000,0.000000,0.097000,-6.215000,0.051700,0.255000,323518,1,1,113.997002,1
7aqnWkjL494Hn9bxJZ2YBm,"Aún Estás En Mis Sueños","La Llave De La Puerta Secreta",0.002890,0.557000,0.942000,0.000822,0.365000,-2.349000,0.030700,0.427000,303067,11,1,122.071999,4
5RhexREg5PNy7BwoJnjsUt,"El Reino Olvidado","El Reino Olvidado",0.005420,0.591000,0.873000,0.000036,0.151000,-4.448000,0.027800,0.342000,336640,8,0,130.029999,4
23wbyzX57usJHzKosmFM5g,"Talismán","El Reino Olvidado",0.015900,0.530000,0.802000,0.000007,0.317000,-5.604000,0.028100,0.384000,315797,1,0,118.031998,4
2zTIoTRV6fIB39WKg2kxVF,"Ella","VII",0.303000,0.651000,0.482000,0.000000,0.102000,-8.309000,0.026800,0.118000,249092,0,1,88.994003,4
7a9UH34OCK6FAeNlcWm0XR,"Smells Like Teen Spirit","Bruthal 6",0.000032,0.506000,0.968000,0.000031,0.339000,-3.032000,0.121000,0.458000,236413,6,1,120.029999,4
71pw0q9mQD891hI2lJQkbd,"Volviendo a casa","El Camino del Fuego",0.001840,0.535000,0.931000,0.022400,0.252000,-3.505000,0.065600,0.320000,329732,7,1,126.130997,4
11Wv606Pj8YAF4tJLGEF2P,"Como Yo Nadie Te Ha Amado","Canciones doradas",0.410000,0.354000,0.554000,0.000000,0.095900,-5.578000,0.038100,0.139000,295306,4,1,173.085999,3
0N19GlFqpOgdi6M72KBaaq,"El Sueño De La Gitana","Rata Blanca",0.022100,0.473000,0.862000,0.623000,0.278000,-5.964000,0.042200,0.395000,432000,2,1,107.031998,4
0iEeskpJ7VJBYO4KJjT3KI,"En Tus Manos","Patan 6",0.000003,0.514000,0.852000,0.099300,0.116000,-8.937000,0.036200,0.547000,245251,2,0,102.014999,4
11CiYgf5UUC4Z1F60E0Pjl,"Hermano de Acero","Patan 6",0.000120,0.527000,0.860000,0.000165,0.098300,-8.224000,0.052000,0.536000,316570,2,0,124.974998,4
4MZTSMh0HdXIhiEr5HVnZh,"Instinto Animal","Patan 6",0.000086,0.495000,0.855000,0.137000,0.254000,-8.822000,0.036500,0.487000,255387,2,1,93.015999,4
4uJ2kBOIdyon0TSiFfbZPV,"Despertar","Patan 6",0.000100,0.508000,0.806000,0.761000,0.317000,-9.106000,0.037800,0.591000,235475,1,1,155.014999,4
5hvoEDfAhRqNbCuJV2RLAB,"Cobarde","Patan 6",0.000016,0.478000,0.877000,0.019800,0.175000,-8.880000,0.046200,0.571000,289627,0,0,163.966995,4
25sW3aRYlvCnA0UmcF2jcQ,"El Abismo de Tu Soledad","Patan 6",0.000015,0.331000,0.929000,0.022400,0.273000,-7.352000,0.049300,0.602000,231291,7,1,179.938004,4
6M3fbdfsXJotpyA8D1gdfM,"Arde Tu Sangre","Patan 6",0.000266,0.559000,0.834000,0.023700,0.118000,-8.443000,0.051500,0.575000,278928,2,1,120.061996,4
2q0qVFgWrafYv9di51udX0,"Por Tu Maldad","Patan 6",0.001300,0.586000,0.696000,0.029400,0.108000,-8.570000,0.034600,0.301000,338352,8,1,124.987999,4
4lmOjxZeu3EZzboY6DRFsa,"Muerte en Mi Piel","Patan 6",0.000106,0.214000,0.754000,0.000014,0.092200,-8.657000,0.051500,0.353000,339155,5,0,83.212997,4
4ssEZY6xCBcxzR2N0FW3Uv,"De Pie","Patan 6",0.000407,0.463000,0.893000,0.000554,0.248000,-8.083000,0.052700,0.575000,262747,7,1,149.949997,4
0hRbKhVT9aHUpat3bYkwyd,"Decadencia","Patan 6",0.001510,0.460000,0.551000,0.000535,0.072200,-10.532000,0.030600,0.037900,380616,0,1,140.046005,4
0lSCrRW1EgkmFstXcxBDrH,"Getta Fuk","Getta Fuk",0.013900,0.641000,0.957000,0.342000,0.422000,-2.874000,0.133000,0.252000,308606,4,0,150.003006,4
4Rx6PKrtLB9dJr7NMnR4Lg,"El Beso de la Bruja","XX aniversario en vivo - Magos, Espadas y Rosas",0.000022,0.455000,0.900000,0.000000,0.136000,-6.917000,0.040600,0.326000,265398,2,1,144.979996,4
6D1Theo7lCIUYI8SPtwdN2,"Mujer Amante (versión acústica)","XX aniversario en vivo - Magos, Espadas y Rosas",0.333000,0.637000,0.552000,0.000004,0.084900,-6.917000,0.034600,0.183000,412265,9,0,116.081001,4
3XKhXJz8Sa9WHcbmbe0xQw,"La Llave De La Puerta Secreta","La Llave De La Puerta Secreta",0.001580,0.355000,0.959000,0.015800,0.080100,-3.440000,0.057900,0.401000,353880,8,0,174.914993,4
2fovmSPyxUYuacp9yWQ46m,"Cuando la luz oscurece","El Camino del Fuego",0.003790,0.504000,0.453000,0.000040,0.125000,-7.153000,0.024200,0.119000,468079,11,0,104.053001,4
63HuoMUx1OII0m2gJFZGDa,"Volveré A Empezar","Resurgir",0.000244,0.450000,0.902000,0.000067,0.144000,-3.588000,0.053300,0.338000,218093,7,1,119.961998,4
5e9PJvDX8ATb17jvUFzN1H,"Todo Lo Que Hago Lo Hago por Ti","Canciones doradas",0.363000,0.440000,0.465000,0.000003,0.070700,-6.614000,0.029000,0.120000,436024,1,1,130.996002,4
2Q2gfn94xVojNhhBOsesZB,"El círculo de fuego","El Reino Olvidado",0.001250,0.541000,0.926000,0.019000,0.180000,-4.194000,0.031100,0.712000,297064,1,0,97.997002,4
7pS6wp8P1MkqbjBlZtkk2Z,"Mamma","La Llave De La Puerta Secreta",0.158000,0.450000,0.637000,0.000067,0.116000,-3.000000,0.030400,0.202000,368160,8,1,145.973999,4
2Fq2c2oyYzcUH4WzgoiIel,"Tan Lejos de Aquel Sueño","Tormenta Eléctrica",0.000207,0.609000,0.654000,0.000321,0.094100,-6.551000,0.029600,0.592000,334274,1,0,125.066002,4
76ACFiSJnV1i1o5yUftk5z,"Solo Para Amarte","Poder Vivo",0.008930,0.545000,0.990000,0.002030,0.975000,-4.393000,0.114000,0.241000,351080,8,1,96.033997,4
4GEwKXEgUAWy7nMbjfP6qJ,"Mujer Amante - En Vivo","En el Teatro Opera - En Vivo",0.026700,0.496000,0.851000,0.013000,0.051000,-5.689000,0.038000,0.604000,334259,11,0,115.362000,4
1iAePJy86UM5JmgEviW44Z,"Mujer Amante (versión acústica)","Mujer Amante (versión acústica)",0.333000,0.637000,0.552000,0.000004,0.084900,-6.917000,0.034600,0.183000,412265,9,0,116.081001,4
2huyZygVa5SjgzgdpGsFDf,"Porque es tan difícil amar","XX aniversario en vivo - Magos, Espadas y Rosas",0.000886,0.298000,0.639000,0.000528,0.349000,-7.709000,0.033200,0.059700,242146,10,0,101.511002,4
63xViD5E5Ka3SxbcpMNffi,"Pequeño Ángel Oscuro","Tormenta Eléctrica",0.004250,0.360000,0.613000,0.000020,0.077100,-6.338000,0.029800,0.420000,294429,8,0,175.981995,4
6Jw7k665DDtZzeVIlAQKWa,"La Otra Cara De La Moneda","La Llave De La Puerta Secreta",0.008310,0.468000,0.882000,0.000000,0.255000,-2.288000,0.031900,0.558000,317213,3,0,140.080002,4
57ME1gCMjUiFnR4q8bIOMg,"Chico Callejero","Rata Blanca",0.029300,0.521000,0.774000,0.804000,0.268000,-6.194000,0.035500,0.299000,306013,4,1,117.652000,4
5hTDilZpuznsMv3UEU0ZF3,"Un día más, un día menos","El Reino Olvidado",0.006850,0.552000,0.621000,0.003390,0.097400,-6.685000,0.023200,0.394000,346157,1,0,96.023003,4
6nyT3TYf0PqYUVXejsZet1,"El Ultimo Ataque","Rata Blanca",0.000427,0.315000,0.898000,0.906000,0.158000,-5.373000,0.041500,0.442000,485973,6,1,93.375999,4
546dWHeMpRHQWex7zk64PL,"Rompe El Hechizo","Rata Blanca",0.001100,0.241000,0.929000,0.796000,0.351000,-4.806000,0.098800,0.291000,382040,6,0,141.235001,4
1pVSuJ7zj0gVE7atFVxKRS,"Bajo El Poder Del Sol","La Llave De La Puerta Secreta",0.003080,0.490000,0.899000,0.002670,0.161000,-2.381000,0.042700,0.735000,319827,5,0,112.537003,3
4ZtJ5mEytzeHEilU8v7fWA,"Haz tu jugada","XX aniversario en vivo - Magos, Espadas y Rosas",0.000021,0.430000,0.918000,0.000000,0.385000,-6.651000,0.041300,0.219000,393224,5,0,142.018997,4
5RFtbKNajR3qrFV9v1TIwB,"1000 Lágrimas","Alma Irae",0.423000,0.514000,0.686000,0.000000,0.118000,-6.366000,0.035100,0.280000,347218,2,0,75.049004,4
69Sf6oHKKmQNOYYvaw2Pfb,"Guerrero del Arco Iris","Guerrero del Arco Iris",0.000023,0.197000,0.726000,0.636000,0.102000,-12.175000,0.038200,0.318000,304720,6,0,168.710999,4
31ZDsU209xswb6aOz67WoH,"Tormenta Eléctrica","Tormenta Eléctrica",0.000078,0.443000,0.936000,0.021400,0.465000,-5.804000,0.034600,0.500000,370683,1,1,171.022995,4
4uA9v8dDJpKJ0pAP2bpakn,"Noche Sin Sueños","Guerrero del Arco Iris",0.000932,0.495000,0.263000,0.039900,0.155000,-14.522000,0.031500,0.069100,370360,9,1,110.084999,4
7foEP3davTBDdtm8GpJMSg,"Blues","La Llave De La Puerta Secreta",0.004870,0.160000,0.687000,0.002290,0.320000,-3.181000,0.032600,0.264000,526480,1,0,155.451996,3
2b1vdoLv1jie12hphYC01s,"La canción del guerrero","El Camino del Fuego",0.000838,0.436000,0.891000,0.346000,0.130000,-4.053000,0.059700,0.348000,305305,1,0,165.136002,4
4OBLo3pY6kcUDdI9O2q7d1,"Días duros","XX aniversario en vivo - Magos, Espadas y Rosas",0.003020,0.411000,0.852000,0.000000,0.231000,-6.968000,0.036300,0.479000,430318,5,0,131.031998,4
1trb4kPtlQTZLaO4ryR32c,"La Misma Mujer","Rata Blanca",0.019900,0.512000,0.683000,0.854000,0.129000,-6.436000,0.027700,0.329000,446000,6,1,104.203003,4
0CTeLtZUKVJUrMWny2wE6q,"Los Chicos Quieren Rock","Tormenta Eléctrica",0.000040,0.536000,0.852000,0.016000,0.072300,-6.052000,0.031500,0.671000,237122,1,1,142.852005,4
1aWAVNXQgQWYikcXKRAhPM,"Sin Tu Amor Nada Existe","Entre El Cielo Y El Infierno",0.000927,0.534000,0.648000,0.031300,0.165000,-12.992000,0.028000,0.428000,354200,4,1,96.077003,4
0A2VEdqqZZAKBwLFPSmXsz,"Madre Tierra (instrumental)","El Reino Olvidado",0.006080,0.477000,0.482000,0.425000,0.258000,-8.510000,0.025400,0.065900,256026,8,0,103.071999,4
3Ii2PcWiStWbCAmbp6tqLK,"Fantasma Azul","Entre El Cielo Y El Infierno",0.000656,0.507000,0.449000,0.044500,0.118000,-14.415000,0.027700,0.215000,313000,2,1,76.975998,4
2PAHkybkRCecLI3vdUcQfw,"Buscando Pelea","Tormenta Eléctrica",0.000098,0.587000,0.777000,0.000929,0.317000,-5.423000,0.027900,0.249000,275760,6,1,123.033997,4
7cfG5lFeJWEgpSnubt4O4W,"The Forgotten Kingdom","The forgotten Kingdom",0.004220,0.539000,0.906000,0.004340,0.184000,-3.673000,0.036200,0.523000,334600,8,0,130.063995,4
3gMBr4FwSlrl0Vckb1DJkE,"El Jugador","Tormenta Eléctrica",0.000109,0.544000,0.764000,0.003060,0.340000,-6.109000,0.028900,0.329000,275110,11,1,135.089996,4
3ylnFdyKWmOWIxCUQVt8AI,"Diario de una sombra","El Reino Olvidado",0.000560,0.543000,0.935000,0.000011,0.084300,-3.860000,0.033700,0.655000,262104,8,1,140.945007,4
6WxjOmjPjAz6o1C2yz5UQD,"Bajo Control","Entre El Cielo Y El Infierno",0.001430,0.658000,0.551000,0.545000,0.272000,-14.847000,0.037700,0.851000,304400,1,0,134.119995,4
4MVxNSKHZNBxKuqaguSxQ5,"Sinfonía Fantástica","El Camino del Fuego",0.000831,0.480000,0.918000,0.001010,0.066800,-3.686000,0.051700,0.228000,573931,9,1,128.085007,4
6XlJl0OXKq1QzGAvVCKnOk,"Abeja Reina","El Camino del Fuego",0.002250,0.501000,0.886000,0.000431,0.426000,-3.531000,0.048200,0.314000,261091,4,0,122.990997,4
40h6s5OFqBFSTwbDqUV4yC,"Gente Del Sur","Rata Blanca",0.008860,0.330000,0.543000,0.593000,0.128000,-5.513000,0.027800,0.110000,477987,1,1,104.799004,4
2A6Uaip966CbHGFfo3jhi2,"Esclavo de Tu Amor","Alma Irae",0.094200,0.478000,0.874000,0.000000,0.237000,-2.856000,0.033500,0.328000,302272,0,0,84.938004,4
22ADEOQzdqJoOV67CG2qYo,"Miedo a la Libertad","Resurgir",0.000228,0.529000,0.945000,0.000016,0.247000,-3.920000,0.053600,0.578000,216253,4,1,104.051003,4
27Wo1gVi3jVLF1V7hjYuqX,"El amo del camino","El Camino del Fuego",0.000181,0.293000,0.957000,0.000258,0.225000,-2.785000,0.193000,0.350000,251559,11,0,175.070007,4
0zk38H35EojQotNtUnAjtb,"Abrazando al Rock And Roll","Guerrero del Arco Iris",0.000246,0.385000,0.533000,0.012400,0.061300,-13.033000,0.031500,0.324000,375040,7,1,125.709000,4
1shVgVh6dQbqb30MJRvqBG,"La Historia De Un Minuto","La Historia De Un Minuto",0.046000,0.615000,0.830000,0.049200,0.097500,-6.240000,0.034800,0.866000,169064,7,1,134.110992,4
7N2btfskGSkIQ01tqMJdMm,"Ring of Fire","The forgotten Kingdom",0.002060,0.490000,0.897000,0.192000,0.286000,-4.598000,0.032300,0.454000,296760,1,0,98.017998,4
51Zi4kfRVheglSFKn1QW3Y,"Loco Pro.","Poder Latino",0.008150,0.717000,0.752000,0.000203,0.232000,-8.344000,0.058400,0.724000,213173,2,1,104.453003,4
4ukf3pOMh1pXctz6Rtex6H,"Sólo Para Amarte","Rata Blanca",0.032100,0.502000,0.880000,0.917000,0.250000,-6.859000,0.038400,0.506000,341987,6,0,91.989998,4
1mYDFT19ahW0TqfYQMFUMp,"La Leyenda del Hada y el Mago","Poder Vivo",0.001830,0.374000,0.995000,0.027600,0.959000,-3.587000,0.342000,0.074600,473838,3,0,76.001999,4
4szI9s9aLwImC0WDeQsSBS,"Instruments (Mother earth)","The forgotten Kingdom",0.094500,0.480000,0.587000,0.710000,0.114000,-6.695000,0.026200,0.067800,253838,8,0,103.010002,4
2JZKkYNpaj2e7JNUaQ6tre,"Lejos de Casa","El Nuevo Camino del Hombre",0.004750,0.467000,0.825000,0.001240,0.183000,-6.196000,0.041800,0.206000,210373,8,1,77.454002,4
3UqbVH9cGPX3rX6Z4ctglv,"Ángeles Con Una Sola Ala (con José Andrea)","Alma Irae",0.001710,0.513000,0.970000,0.000010,0.189000,-3.374000,0.075800,0.218000,384888,7,1,110.008003,4
5XUS5eLmVwTeRC0vWMeEru,"Solo Depende de Ti","Domine",0.000028,0.390000,0.970000,0.000004,0.210000,-2.746000,0.072000,0.192000,281173,11,0,145.011002,4
7LejqLHI6ukgbfhcr2Mq2h,"El Camino del Sol","XX aniversario en vivo - Magos, Espadas y Rosas",0.000027,0.461000,0.828000,0.002720,0.247000,-6.644000,0.038100,0.068000,577492,8,1,116.091003,4
1wws0f3qk1EUV7TrtbGmPw,"Maldita Historia","De La Tierra",0.000773,0.405000,0.990000,0.401000,0.180000,-3.067000,0.088000,0.275000,266800,6,1,170.061996,4
1yEhpwI2BccDz0t97pGNxA,"Apocalypse (English Version)","Ruta 197",0.000024,0.390000,0.983000,0.000056,0.150000,-5.509000,0.121000,0.127000,301333,5,1,86.139000,3
6onUmjKIOdsa8uD8iPBNYM,"La historia de un muchacho","VII",0.003270,0.461000,0.913000,0.278000,0.138000,-3.607000,0.056100,0.506000,234240,4,1,165.082993,4
42cKhQHHbADILYah5btG04,"Getta Fuk","DPMO, Vol. 1",0.013900,0.641000,0.957000,0.342000,0.422000,-2.874000,0.133000,0.252000,308606,4,0,150.003006,4
17i86mwSSOrPH6nXyeopEP,"Regresa a Mi","Domine",0.007730,0.424000,0.757000,0.000082,0.111000,-3.530000,0.036900,0.180000,471547,9,0,120.098000,4
0flNEGHYBGS3LIGtcfz7JS,"Memoria de Siglos","Acido Argentino",0.000118,0.366000,0.721000,0.020200,0.208000,-10.762000,0.029900,0.282000,347840,4,0,84.983002,4
74gnsZDY50oXQ7mn3j0VtS,"Pasión Prohibida","Canciones doradas",0.096000,0.555000,0.378000,0.000000,0.293000,-7.596000,0.026200,0.083000,385373,0,1,105.010002,3
61vudQgu4m5kiz0QpwGUFY,"Ni un Segundo Quiero Perder","Canciones doradas",0.447000,0.510000,0.663000,0.000000,0.104000,-5.389000,0.035100,0.198000,302452,2,1,124.156998,4
5T1CPiqzMV7yDBVqjuSDQ7,"Fin al Dolor","Fin al Dolor",0.001160,0.401000,0.952000,0.000063,0.083800,-3.925000,0.048300,0.191000,288622,8,0,96.878998,3
0Wwb8pi1LU7JUlXfzKsURU,"Sacate la Mierda","Carajo",0.000164,0.561000,0.972000,0.000025,0.504000,-3.761000,0.082200,0.382000,237467,0,0,108.981003,4
43c4oelxnp0cVeFZZ4L4QL,"Toro y Pampa - En Vivo","En vivo Obras",0.004200,0.298000,0.856000,0.002990,0.901000,-5.049000,0.048100,0.446000,228145,4,1,129.837997,4
7uZcZ7lXte8e8rNCIRH38y,"El Nuevo Camino del Hombre","El Nuevo Camino del Hombre",0.000446,0.440000,0.974000,0.000064,0.293000,-6.074000,0.069100,0.508000,209373,10,1,155.873001,4
7HzBLxbmy6eaeZBtOq0dwC,"Guitarra Española","La Llave De La Puerta Secreta",0.000355,0.391000,0.931000,0.000048,0.150000,-2.049000,0.039500,0.184000,464120,8,0,135.084000,4
0pieXqNsB85hhCVKkmoGvk,"Necesitamos Más Accion - En Vivo","Por Siempre (En Vivo)",0.067700,0.312000,0.938000,0.064600,0.974000,-9.649000,0.063700,0.399000,207347,9,1,175.404999,4
1BeGTr3dt3cC7VNQlTUL3v,"Cuando hoy es ayer","El Reino Olvidado",0.070100,0.548000,0.557000,0.002820,0.108000,-5.647000,0.024700,0.201000,254238,3,0,130.024002,4
03QuZlIrO7RGx12G7T8enl,"Deshacer el Mundo","Nuevo Orden Mundial",0.000253,0.523000,0.948000,0.000020,0.100000,-4.946000,0.049900,0.474000,290920,2,1,144.029007,4
2El4q5wk5Z5WN3vRTfsKvd,"Olvidalo y Volvera por Más","Victimas del Vaciamiento",0.001160,0.295000,0.447000,0.000000,0.077500,-11.852000,0.032000,0.267000,241400,4,0,90.152000,4
1wQqeNE9vcQARph6dhBuDf,"Somos Uno","De La Tierra",0.000148,0.568000,0.967000,0.058500,0.126000,-3.294000,0.053800,0.553000,242600,10,0,129.970993,4
7LR1aBUccXOUZeRW5Jrw7x,"La Aventura de la Vida","Victoria",0.000007,0.378000,0.798000,0.898000,0.148000,-3.942000,0.031300,0.262000,222608,2,1,176.063004,4
2kO7Zw3VPdX7RuZpHBJ3SA,"Desconfío","Pappo Sigue Vivo",0.210000,0.389000,0.329000,0.127000,0.606000,-18.834999,0.049200,0.204000,331667,2,1,130.141998,3
7fUZpBGlmbZZyXcxjHpAnJ,"Rock and Roll Hotel","Tormenta Eléctrica",0.000022,0.546000,0.726000,0.118000,0.124000,-6.556000,0.026600,0.336000,267122,6,1,136.037994,4
33WfiVFrfr31LqA4NBYQa7,"Mujer Amante","Poder Vivo",0.000072,0.642000,0.888000,0.142000,0.929000,-4.326000,0.032600,0.437000,374372,10,0,122.097000,4
2cAcVpFPZE6vtpc9ADb3Ty,"Milagro","Poder Latino",0.000017,0.514000,0.907000,0.003510,0.116000,-7.024000,0.046100,0.417000,235200,2,1,110.417000,4
7qVLshXU25Lg4vqeeEDlCC,"Terminate Me","Grave Party",0.000463,0.596000,0.934000,0.368000,0.403000,-5.964000,0.033900,0.371000,296007,5,0,127.969002,4
3mnr3z3bJbfQidx8MDuF9l,"Enfermedad Terminal","Infierock",0.000015,0.478000,0.943000,0.012300,0.369000,-4.911000,0.051500,0.324000,247547,1,1,115.053001,4
20uI6753rNTFIppuCFxkO1,"Caja de Pandora","Infierock",0.000134,0.606000,0.934000,0.000292,0.072500,-4.050000,0.033800,0.582000,257107,1,1,135.016006,4
4WaaduCCbd7ZajyI5rwfZq,"Infierock","Infierock",0.000060,0.456000,0.917000,0.001050,0.094200,-4.749000,0.054500,0.179000,346800,8,1,130.022995,4
32PHvvsifYgu35kUJQTQrN,"En Este Mismo Lugar","Infierock",0.000023,0.579000,0.832000,0.000149,0.066100,-4.231000,0.030000,0.375000,300520,10,0,115.976997,4
4HvkDZOXUnxrjpQNMGwKp7,"El Arte de Vivir","Infierock",0.000024,0.555000,0.910000,0.000145,0.110000,-3.636000,0.039400,0.505000,222520,1,0,115.125999,4
1OIdkkGAlW3u33Rnhi9KkQ,"Algo Mágico","Abuso de Poder",0.000801,0.467000,0.744000,0.000000,0.131000,-4.450000,0.034600,0.316000,263666,2,0,144.057999,4
3J8yvXydBKnhOApsqilkfR,"Mujer Perfecta","Infierock",0.000366,0.553000,0.877000,0.000477,0.301000,-5.033000,0.041000,0.405000,294733,10,0,89.973999,4
64tFxqhi7KjtQXQZ08Ql7y,"As de Espadas","Infierock",0.000098,0.599000,0.886000,0.000000,0.352000,-3.586000,0.036600,0.402000,291440,1,1,115.030998,4
4c3ix86CIDIVzXBTRUNwBd,"Otro Día para Ser","Victimas del Vaciamiento",0.000268,0.330000,0.574000,0.000000,0.104000,-11.643000,0.033800,0.193000,298160,4,0,99.258003,4
3tLYtAqJqFGMJssXhDqicU,"Mujer amante","En vivo Teatro Gran Rex 2003 con Glenn Hughes",0.019300,0.493000,0.891000,0.513000,0.477000,-6.372000,0.036200,0.398000,393413,10,0,122.037003,4
4YuL9W5tBzCtae4TKPcuol,"El guardián de la luz","El Reino Olvidado",0.000171,0.501000,0.960000,0.007020,0.094800,-4.012000,0.041800,0.577000,370265,8,1,142.014999,4
1y25iPqPvHGoePmhKrZij5,"Ella (Se Mueve en Silencio)","Tempestades",0.006460,0.223000,0.604000,0.000053,0.135000,-7.389000,0.027100,0.236000,303320,2,0,82.574997,4
0LQBwN90MlKlAi6h8DElEy,"Generador","CTM",0.000152,0.444000,0.882000,0.000000,0.077800,-6.146000,0.040700,0.669000,183293,4,0,155.039001,4
23QPVBcCZ72vpuy9hLLlK2,"Bajo la Cruz","Bajo la Cruz",0.000559,0.464000,0.785000,0.000000,0.105000,-4.501000,0.035800,0.384000,282646,11,1,125.078003,4
5KqL27QnvT5kVOdxqel39D,"Vuela Conmigo","Atlas",0.000718,0.276000,0.997000,0.000015,0.102000,-2.414000,0.454000,0.038500,359222,5,0,99.672997,4
3mZQ5eCyCOibQd86unx9wL,"Nada Es Fácil Sin Tu Amor","Guerrero del Arco Iris",0.000223,0.445000,0.372000,0.438000,0.103000,-14.703000,0.027800,0.158000,452227,2,0,100.030998,4
3AnUrTGGmauNyyKA9U6kpp,"Rock and Roll y Fiebre","Buscando un Amor (Bonus Version)",0.224000,0.677000,0.845000,0.000023,0.166000,-4.249000,0.031800,0.927000,233648,4,1,136.046005,4
63tUQEbpxDar0yjmtPB6jg,"Sacate la Mierda - En Vivo","Hoy Como Ayer (En Vivo)",0.000757,0.480000,0.964000,0.000000,0.967000,-4.029000,0.095400,0.204000,253320,10,1,109.003998,4
3d4pDydhiHJkPvoYi1T8r5,"Tú Eres Su Seguridad","Intérpretes",0.002390,0.434000,0.676000,0.000000,0.398000,-8.545000,0.030500,0.484000,304600,0,1,127.336998,4
6YQ1It8DtLP5tpfXNUTHlP,"Batalla Persa","Tormenta Eléctrica",0.000067,0.404000,0.961000,0.707000,0.067700,-6.053000,0.065200,0.296000,288392,10,0,144.968002,4
3G9lYI5T6INSLf78hJCv5Z,"Que Sea Rock","Que Sea Rock",0.000013,0.486000,0.807000,0.128000,0.218000,-4.476000,0.063600,0.466000,281547,2,1,152.988007,4
7DzdvXn3QNAWR05GY2m6AZ,"No Obstante Lo Cual","Que Sea Rock",0.000006,0.581000,0.820000,0.001160,0.081200,-4.434000,0.037300,0.443000,159333,2,1,121.815002,4
3pu0QGyze7iSiWAz1P1tZM,"Simona Love","Infierock",0.000206,0.458000,0.760000,0.000078,0.092400,-4.251000,0.036400,0.609000,270947,1,1,173.182999,4
0joFKoTZXqombweSk6WTMz,"Aún Sigo Aquí","Infierock",0.000803,0.527000,0.725000,0.000026,0.109000,-5.313000,0.026600,0.144000,260000,8,1,95.050003,4
0ihoCzIsmHexET4JRL1y1b,"Dueño de la Mentira","Infierock",0.000044,0.496000,0.858000,0.000173,0.173000,-4.436000,0.032000,0.526000,223947,1,1,95.028000,3
2OaleSOMUEQGV1l2glzRAK,"La Leyenda del Hada y el Mago - En Vivo","En el Teatro Opera - En Vivo",0.002090,0.367000,0.951000,0.683000,0.162000,-6.611000,0.135000,0.512000,318942,4,0,76.224998,4
4U91o4lfaI4QbR331I6E5H,"Rebelde y Solitario","Tormenta Eléctrica",0.000031,0.365000,0.713000,0.484000,0.090100,-7.226000,0.033300,0.038800,371055,11,1,117.920998,4
21HCpspUR54k3BpWs5yAXa,"71-06 (endorfina)","El Reino Olvidado",0.000655,0.398000,0.967000,0.003190,0.058600,-3.754000,0.050700,0.780000,248546,5,0,175.108994,4
2a9qHSjK62gyvVjg6ZnjB7,"En el Bajo Flores","Entre El Cielo Y El Infierno",0.000122,0.451000,0.604000,0.706000,0.211000,-13.054000,0.038800,0.259000,381227,9,1,154.076996,4
0CXRNTNugoWn9eFQb0KRtS,"Indigo","La Llave De La Puerta Secreta",0.004480,0.503000,0.920000,0.001530,0.058000,-2.500000,0.038200,0.510000,322387,11,1,103.619003,4
3QmWnmpbBeOMNKm7Y5twvG,"Aún Estás En Mis Sueños","Soy Rock de Colección Vol.3",0.002890,0.557000,0.942000,0.000822,0.365000,-2.349000,0.030700,0.427000,303067,11,1,122.071999,4
6TSbdwlDyKMiExEpHvMfWp,"Constrictor","Hoy Como Ayer (En Vivo)",0.031900,0.628000,0.801000,0.000001,0.089500,-4.424000,0.031200,0.274000,280427,6,1,99.988998,4
7FAjJlXK77o9nmcqYentK4,"A Place In The Sun - En Vivo","Por Siempre (En Vivo)",0.090900,0.127000,0.760000,0.005360,0.797000,-7.990000,0.062500,0.213000,277200,7,1,94.592003,3
2LF9iu7wS8Y11QGfNSsgsY,"Sol","El Nuevo Camino del Hombre",0.002330,0.448000,0.971000,0.000033,0.239000,-6.143000,0.167000,0.318000,223200,2,1,159.041000,4
0SxskOEUFcBM9If1mioEwm,"Poder Latino","Poder Latino",0.000243,0.614000,0.945000,0.000031,0.343000,-6.204000,0.163000,0.431000,185520,1,0,118.195000,4
0EaheRfpjIN41wQJ0PypoG,"Saben Bien","Estamos Pariendo",0.000300,0.346000,0.765000,0.000096,0.337000,-6.218000,0.037400,0.404000,247000,2,0,178.240997,4
3YKSnJt99ADsHMoUqYllJn,"Abriendo Camino","CTM",0.000050,0.405000,0.930000,0.000007,0.109000,-4.883000,0.054400,0.619000,211587,6,0,93.920998,4
3uA2mxyUauUv8quA4w5jD6,"Destruccion","Luchando por el Metal",0.000924,0.357000,0.974000,0.000057,0.314000,-3.743000,0.234000,0.286000,128427,2,1,145.063004,4
3Ua31lSgWbsIimqPZJdQcJ,"Cuando Tus Brazos Caen","Aún Sigo Latiendo",0.005660,0.445000,0.820000,0.000003,0.238000,-5.810000,0.039800,0.421000,288497,1,0,106.931000,4
